date,year,month,sla_mm,decimal_year,predicted
2020-10-15,2020,10,89.50000256299973,2020.7916666666667,83.32232281271354
2020-11-15,2020,11,59.20000001788139,2020.875,83.6118052990123
2020-12-15,2020,12,139.10000026226044,2020.9583333333333,83.90128778531107
2021-01-15,2021,1,101.89999639987946,2021.0416666666667,84.19077027161075
2021-02-15,2021,2,91.49999916553497,2021.125,84.48025275790951
2021-03-15,2021,3,41.70000180602074,2021.2083333333333,84.76973524420828
2021-04-15,2021,4,74.50000196695328,2021.2916666666667,85.05921773050704
2021-05-15,2021,5,47.200001776218414,2021.375,85.34870021680581
2021-06-15,2021,6,48.700001090765,2021.4583333333333,85.63818270310458
2021-07-15,2021,7,19.700000062584877,2021.5416666666667,85.92766518940425
2021-08-15,2021,8,68.09999793767929,2021.625,86.21714767570302
2021-09-15,2021,9,79.70000058412552,2021.7083333333333,86.50663016200178
2021-10-15,2021,10,70.90000063180923,2021.7916666666667,86.79611264830146
2021-11-15,2021,11,17.69999973475933,2021.875,87.08559513460023
2021-12-15,2021,12,62.5,2021.9583333333333,87.37507762089899
2022-01-15,2022,1,50.40000006556511,2022.0416666666667,87.66456010719776
2022-02-15,2022,2,88.69999647140503,2022.125,87.95404259349652
2022-03-15,2022,3,40.10000079870224,2022.2083333333333,88.24352507979529
2022-04-15,2022,4,107.1000024676323,2022.2916666666667,88.53300756609497
2022-05-15,2022,5,69.39999759197235,2022.375,88.82249005239373
2022-06-15,2022,6,123.4000027179718,2022.4583333333333,89.1119725386925
2022-07-15,2022,7,35.90000048279762,2022.5416666666667,89.40145502499217
2022-08-15,2022,8,68.89999657869339,2022.625,89.69093751129094
2022-09-15,2022,9,58.800000697374344,2022.7083333333333,89.9804199975888
2022-10-15,2022,10,78.59999686479568,2022.7916666666667,90.26990248388847
2022-11-15,2022,11,61.99999898672104,2022.875,90.55938497018724
2022-12-15,2022,12,86.0000029206276,2022.9583333333333,90.848867456486
2023-01-15,2023,1,18.89999955892563,2023.0416666666667,91.13834994278568
2023-02-15,2023,2,47.8999987244606,2023.125,91.42783242908445
2023-03-15,2023,3,68.00000369548798,2023.2083333333333,91.71731491538321
2023-04-15,2023,4,64.9000033736229,2023.2916666666667,92.00679740168198
2023-05-15,2023,5,87.80000358819962,2023.375,92.29627988798075
2023-06-15,2023,6,71.99999690055847,2023.4583333333333,92.58576237427951
2023-07-15,2023,7,65.60000032186508,2023.5416666666667,92.87524486057919
2023-08-15,2023,8,112.49999701976776,2023.625,93.16472734687795
2023-09-15,2023,9,90.00000357627869,2023.7083333333333,93.45420983317672
2023-10-15,2023,10,103.50000113248825,2023.7916666666667,93.7436923194764
2023-11-15,2023,11,139.40000534057617,2023.875,94.03317480577516
2023-12-15,2023,12,159.9999964237213,2023.9583333333333,94.32265729207393
