year,month,sst_mean,sst_min,sst_max,date,clim_monthly_mean,anomaly
1987,2,28.639847,27.585714,30.144285,1987-02-15,28.754911,-0.11506462
1987,3,29.842176,29.058928,30.648214,1987-03-15,29.323496,0.5186806
1987,4,29.860155,28.932142,30.906427,1987-04-15,28.854733,1.0054226
1987,5,28.450932,27.29607,29.331785,1987-05-15,27.985186,0.46574593
1987,6,26.967487,26.138569,28.09357,1987-06-15,26.798796,0.16869164
1987,7,25.504412,25.208925,26.171783,1987-07-15,25.807795,-0.30338287
1987,8,25.658272,25.08464,26.33,1987-08-15,25.307146,0.35112572
1987,9,25.96044,25.618927,26.428217,1987-09-15,25.65103,0.3094101
1987,10,26.584631,25.885712,27.92393,1987-10-15,26.394232,0.19039917
1987,11,28.132666,27.195713,29.525717,1987-11-15,27.614315,0.5183506
1987,12,28.4519,28.049284,28.956785,1987-12-15,28.478245,-0.0263443
1988,1,29.499296,28.64214,30.564285,1988-01-15,28.576626,0.92267036
1988,2,29.570848,28.608927,30.329641,1988-02-15,28.754911,0.81593704
1988,3,30.091497,29.372854,30.668213,1988-03-15,29.323496,0.76800156
1988,4,29.174047,28.45286,29.987501,1988-04-15,28.854733,0.31931496
1988,5,28.14941,27.639997,28.885359,1988-05-15,27.985186,0.16422462
1988,6,26.938393,26.169641,27.970356,1988-06-15,26.798796,0.13959694
1988,7,26.039976,25.278929,26.649641,1988-07-15,25.807795,0.23218155
1988,8,25.670357,25.142498,26.052856,1988-08-15,25.307146,0.36321068
1988,9,25.967237,25.206425,26.723927,1988-09-15,25.65103,0.3162079
1988,10,26.67932,25.849285,27.444643,1988-10-15,26.394232,0.2850876
1988,11,27.7317,26.471786,29.00357,1988-11-15,27.614315,0.117385864
1988,12,28.74227,27.933573,29.24107,1988-12-15,28.478245,0.26402473
1989,1,28.047777,26.610355,29.501429,1989-01-15,28.576626,-0.52884865
1989,2,27.953201,26.89036,28.792858,1989-02-15,28.754911,-0.8017101
1989,3,28.321383,27.056072,29.615711,1989-03-15,29.323496,-1.0021133
1989,4,28.468058,27.901783,29.29964,1989-04-15,28.854733,-0.38667488
1989,5,27.394112,26.753214,28.00643,1989-05-15,27.985186,-0.591074
1989,6,26.330261,25.381784,27.036785,1989-06-15,26.798796,-0.46853447
1989,7,25.94259,25.007502,26.714642,1989-07-15,25.807795,0.13479614
1989,8,25.083778,24.608572,25.551428,1989-08-15,25.307146,-0.22336769
1989,9,25.361666,24.692858,26.393215,1989-09-15,25.65103,-0.28936386
1989,10,26.156958,25.479284,27.011427,1989-10-15,26.394232,-0.23727417
1989,11,27.602928,26.774643,28.473217,1989-11-15,27.614315,-0.011386871
1989,12,28.307579,27.539642,29.06536,1989-12-15,28.478245,-0.17066574
1990,1,28.751104,27.651428,30.229998,1990-01-15,28.576626,0.17447853
1990,2,29.520306,28.28143,30.571783,1990-02-15,28.754911,0.7653942
1990,3,29.107119,28.153214,29.886429,1990-03-15,29.323496,-0.21637726
1990,4,28.584059,27.852497,29.330715,1990-04-15,28.854733,-0.27067375
